Azure Service,Workload Category,Criticality,RTO Band,RPO Band,Custom RTO Upper Bound,Custom RPO Upper Bound,Recommended HA Strategy,Recommended DR Strategy,Recommended Architecture Pattern,Recommended Replication Approach,Recommended Failover Method,Recommendation Scope,Delivers Local Resiliency,Delivers Zonal Resiliency,Delivers Regional Resiliency,Why This Fits,Key Caveats,Operational Prerequisites,Cost Level,Complexity Level,Primary Diagram Link,Primary Documentation Link,Decision Confidence,Date Reviewed,Region Preference,Topology Preference,Cost Sensitivity,Simplicity vs Resilience
API Management,AI / Search,Critical,Band C,Band B,01:00,01:00,Use at least two units and zone support where available,Use Premium classic multi-region deployment when strong native DR is required,Premium classic multi-region API gateways with AI-specific backend routing,Service-managed multi-region gateway deployment in Premium classic,Automatic in-region; regional continuity depends on configured extra regions,Both,Yes,Yes,Yes,Fits AI/ML workloads fronted by APIM that require managed HA/DR for the gateway layer.,Tier limits matter; backend AI service resilience is separate and must be designed.,"Premium classic tier, extra regions, domain and certificate parity, resilient AI backends",High,High,https://learn.microsoft.com/en-us/azure/api-management/high-availability,https://learn.microsoft.com/en-us/azure/reliability/reliability-api-management,High,2026-03-27,Multiple Regions,Active-Passive (Hot Standby),High,Simplicity
API Management,AI / Search,Critical,Band C,Band B,01:00,01:00,Use at least two units and zone support where available,Use Premium classic multi-region deployment when strong native DR is required,Premium classic multi-region API gateways with AI-specific backend routing,Service-managed multi-region gateway deployment in Premium classic,Automatic in-region; regional continuity depends on configured extra regions,Both,Yes,Yes,Yes,Fits AI/ML workloads fronted by APIM that require managed HA/DR for the gateway layer.,Tier limits matter; backend AI service resilience is separate and must be designed.,"Premium classic tier, extra regions, domain and certificate parity, resilient AI backends",High,High,https://learn.microsoft.com/en-us/azure/api-management/high-availability,https://learn.microsoft.com/en-us/azure/reliability/reliability-api-management,High,2026-03-27,Multiple Regions,Active-Passive (Hot Standby),High,Balanced
API Management,AI / Search,Critical,Band C,Band B,01:00,01:00,Use at least two units and zone support where available,Use Premium classic multi-region deployment when strong native DR is required,Premium classic multi-region API gateways with AI-specific backend routing,Service-managed multi-region gateway deployment in Premium classic,Automatic in-region; regional continuity depends on configured extra regions,Both,Yes,Yes,Yes,Fits AI/ML workloads fronted by APIM that require managed HA/DR for the gateway layer.,Tier limits matter; backend AI service resilience is separate and must be designed.,"Premium classic tier, extra regions, domain and certificate parity, resilient AI backends",High,High,https://learn.microsoft.com/en-us/azure/api-management/high-availability,https://learn.microsoft.com/en-us/azure/reliability/reliability-api-management,High,2026-03-27,Multiple Regions,Active-Passive (Hot Standby),High,Resilience
API Management,AI / Search,Critical,Band C,Band B,01:00,01:00,Use at least two units and zone support where available,Use Premium classic multi-region deployment when strong native DR is required,Premium classic multi-region API gateways with AI-specific backend routing,Service-managed multi-region gateway deployment in Premium classic,Automatic in-region; regional continuity depends on configured extra regions,Both,Yes,Yes,Yes,Fits AI/ML workloads fronted by APIM that require managed HA/DR for the gateway layer.,Tier limits matter; backend AI service resilience is separate and must be designed.,"Premium classic tier, extra regions, domain and certificate parity, resilient AI backends",High,High,https://learn.microsoft.com/en-us/azure/api-management/high-availability,https://learn.microsoft.com/en-us/azure/reliability/reliability-api-management,High,2026-03-27,Multiple Regions,Active-Passive (Cold Standby),Low,Simplicity
API Management,AI / Search,Critical,Band C,Band B,01:00,01:00,Use at least two units and zone support where available,Use Premium classic multi-region deployment when strong native DR is required,Premium classic multi-region API gateways with AI-specific backend routing,Service-managed multi-region gateway deployment in Premium classic,Automatic in-region; regional continuity depends on configured extra regions,Both,Yes,Yes,Yes,Fits AI/ML workloads fronted by APIM that require managed HA/DR for the gateway layer.,Tier limits matter; backend AI service resilience is separate and must be designed.,"Premium classic tier, extra regions, domain and certificate parity, resilient AI backends",High,High,https://learn.microsoft.com/en-us/azure/api-management/high-availability,https://learn.microsoft.com/en-us/azure/reliability/reliability-api-management,High,2026-03-27,Multiple Regions,Active-Passive (Cold Standby),Low,Balanced
API Management,AI / Search,Critical,Band C,Band B,01:00,01:00,Use at least two units and zone support where available,Use Premium classic multi-region deployment when strong native DR is required,Premium classic multi-region API gateways with AI-specific backend routing,Service-managed multi-region gateway deployment in Premium classic,Automatic in-region; regional continuity depends on configured extra regions,Both,Yes,Yes,Yes,Fits AI/ML workloads fronted by APIM that require managed HA/DR for the gateway layer.,Tier limits matter; backend AI service resilience is separate and must be designed.,"Premium classic tier, extra regions, domain and certificate parity, resilient AI backends",High,High,https://learn.microsoft.com/en-us/azure/api-management/high-availability,https://learn.microsoft.com/en-us/azure/reliability/reliability-api-management,High,2026-03-27,Multiple Regions,Active-Passive (Cold Standby),Low,Resilience
API Management,AI / Search,Critical,Band C,Band B,01:00,01:00,Use at least two units and zone support where available,Use Premium classic multi-region deployment when strong native DR is required,Premium classic multi-region API gateways with AI-specific backend routing,Service-managed multi-region gateway deployment in Premium classic,Automatic in-region; regional continuity depends on configured extra regions,Both,Yes,Yes,Yes,Fits AI/ML workloads fronted by APIM that require managed HA/DR for the gateway layer.,Tier limits matter; backend AI service resilience is separate and must be designed.,"Premium classic tier, extra regions, domain and certificate parity, resilient AI backends",High,High,https://learn.microsoft.com/en-us/azure/api-management/high-availability,https://learn.microsoft.com/en-us/azure/reliability/reliability-api-management,High,2026-03-27,Multiple Regions,Active-Passive (Cold Standby),Medium,Simplicity
API Management,AI / Search,Critical,Band C,Band B,01:00,01:00,Use at least two units and zone support where available,Use Premium classic multi-region deployment when strong native DR is required,Premium classic multi-region API gateways with AI-specific backend routing,Service-managed multi-region gateway deployment in Premium classic,Automatic in-region; regional continuity depends on configured extra regions,Both,Yes,Yes,Yes,Fits AI/ML workloads fronted by APIM that require managed HA/DR for the gateway layer.,Tier limits matter; backend AI service resilience is separate and must be designed.,"Premium classic tier, extra regions, domain and certificate parity, resilient AI backends",High,High,https://learn.microsoft.com/en-us/azure/api-management/high-availability,https://learn.microsoft.com/en-us/azure/reliability/reliability-api-management,High,2026-03-27,Multiple Regions,Active-Passive (Cold Standby),Medium,Balanced
API Management,AI / Search,Critical,Band C,Band B,01:00,01:00,Use at least two units and zone support where available,Use Premium classic multi-region deployment when strong native DR is required,Premium classic multi-region API gateways with AI-specific backend routing,Service-managed multi-region gateway deployment in Premium classic,Automatic in-region; regional continuity depends on configured extra regions,Both,Yes,Yes,Yes,Fits AI/ML workloads fronted by APIM that require managed HA/DR for the gateway layer.,Tier limits matter; backend AI service resilience is separate and must be designed.,"Premium classic tier, extra regions, domain and certificate parity, resilient AI backends",High,High,https://learn.microsoft.com/en-us/azure/api-management/high-availability,https://learn.microsoft.com/en-us/azure/reliability/reliability-api-management,High,2026-03-27,Multiple Regions,Active-Passive (Cold Standby),Medium,Resilience
API Management,AI / Search,Critical,Band C,Band B,01:00,01:00,Use at least two units and zone support where available,Use Premium classic multi-region deployment when strong native DR is required,Premium classic multi-region API gateways with AI-specific backend routing,Service-managed multi-region gateway deployment in Premium classic,Automatic in-region; regional continuity depends on configured extra regions,Both,Yes,Yes,Yes,Fits AI/ML workloads fronted by APIM that require managed HA/DR for the gateway layer.,Tier limits matter; backend AI service resilience is separate and must be designed.,"Premium classic tier, extra regions, domain and certificate parity, resilient AI backends",High,High,https://learn.microsoft.com/en-us/azure/api-management/high-availability,https://learn.microsoft.com/en-us/azure/reliability/reliability-api-management,High,2026-03-27,Multiple Regions,Active-Passive (Cold Standby),High,Simplicity
API Management,AI / Search,Critical,Band C,Band B,01:00,01:00,Use at least two units and zone support where available,Use Premium classic multi-region deployment when strong native DR is required,Premium classic multi-region API gateways with AI-specific backend routing,Service-managed multi-region gateway deployment in Premium classic,Automatic in-region; regional continuity depends on configured extra regions,Both,Yes,Yes,Yes,Fits AI/ML workloads fronted by APIM that require managed HA/DR for the gateway layer.,Tier limits matter; backend AI service resilience is separate and must be designed.,"Premium classic tier, extra regions, domain and certificate parity, resilient AI backends",High,High,https://learn.microsoft.com/en-us/azure/api-management/high-availability,https://learn.microsoft.com/en-us/azure/reliability/reliability-api-management,High,2026-03-27,Multiple Regions,Active-Passive (Cold Standby),High,Balanced
API Management,AI / Search,Critical,Band C,Band B,01:00,01:00,Use at least two units and zone support where available,Use Premium classic multi-region deployment when strong native DR is required,Premium classic multi-region API gateways with AI-specific backend routing,Service-managed multi-region gateway deployment in Premium classic,Automatic in-region; regional continuity depends on configured extra regions,Both,Yes,Yes,Yes,Fits AI/ML workloads fronted by APIM that require managed HA/DR for the gateway layer.,Tier limits matter; backend AI service resilience is separate and must be designed.,"Premium classic tier, extra regions, domain and certificate parity, resilient AI backends",High,High,https://learn.microsoft.com/en-us/azure/api-management/high-availability,https://learn.microsoft.com/en-us/azure/reliability/reliability-api-management,High,2026-03-27,Multiple Regions,Active-Passive (Cold Standby),High,Resilience
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Active,Low,Simplicity
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Active,Low,Balanced
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Active,Low,Resilience
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Active,Medium,Simplicity
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Active,Medium,Balanced
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Active,Medium,Resilience
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Active,High,Simplicity
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Active,High,Balanced
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Active,High,Resilience
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Hot Standby),Low,Simplicity
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Hot Standby),Low,Balanced
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Hot Standby),Low,Resilience
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Hot Standby),Medium,Simplicity
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Hot Standby),Medium,Balanced
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Hot Standby),Medium,Resilience
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Hot Standby),High,Simplicity
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Hot Standby),High,Balanced
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Hot Standby),High,Resilience
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Cold Standby),Low,Simplicity
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Cold Standby),Low,Balanced
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Cold Standby),Low,Resilience
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Cold Standby),Medium,Simplicity
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Cold Standby),Medium,Balanced
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Cold Standby),Medium,Resilience
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Cold Standby),High,Simplicity
Azure VPN Gateway,Networking,Critical,Band B,Band B,04:00,01:00,Use AZ SKU and active-active mode where remote devices support it,Use duplicate regional gateways and on-prem routing diversity,Active-active gateway with multi-device or multi-region network design,Multiple tunnels with BGP or equivalent routing strategy,Automatic instance failover; customer-managed regional reroute,Both,Yes,Yes,Yes,Fits hybrid connectivity that needs better resilience than single active-standby tunnels.,Single device or single tunnel designs remain weak even with a managed gateway.,"On-prem device support, BGP, multiple tunnels, monitoring, tested failover",Medium,High,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/reliability/reliability-virtual-network-gateway,High,2026-03-27,Single Region,Active-Passive (Cold Standby),High,Balanced
